"Type";"NOM";"CP";"COMMUNE";"SOUS_TYPE";"FAUTEUIL";"ECRAN";"GCD";"LATTI";"LONGI";"ORGANISME";"Public";"URL"
"Cinéma";"Salle des Fetes";"84330";"Caromb";"Cinéma";200;1;"5 - Bourgs ruraux";44.109395;5.112026;"";"";""
"Cinéma";"Le Cigalon";"84160";"Cucuron";"Cinéma";93;1;"5 - Bourgs ruraux";43.7740132;5.44010149;"";"";""
"Cinéma";"La Strada";"84800";"L_Isle-sur-la-Sorgue";"Cinéma";92;1;"2 - Centres urbains intermédiaires";43.91632556;5.04932902;"";"";""
"Cinéma";"Capitole Studio";"84130";"Le_Pontet";"Cinéma";2236;11;"1 - Grands centres urbains";43.980769;4.874683;"";"";""
"Cinéma";"Le Florian";"84110";"Vaison-la-Romaine";"Cinéma";442;3;"3 - Petites villes";44.24435226;5.07067411;"";"";""
"Cinéma";"Le Goeland";"85460";"L_Aiguillon-la-Presqu_île";"Cinéma";320;1;"5 - Bourgs ruraux";46.332847;-1.303138;"";"";""
"Cinéma";"Espace Culturel Villeneuve";"85190";"Aizenay";"Cinéma";240;2;"3 - Petites villes";46.744249;-1.616403;"";"";""
"Cinéma";"Cine Triskell";"85300";"Challans";"Cinéma";780;5;"3 - Petites villes";46.848987;-1.872367;"";"";""
"Cinéma";"Cine Lumiere";"85110";"Chantonnay";"Cinéma";160;1;"5 - Bourgs ruraux";46.68857595;-1.05257932;"";"";""
"Cinéma";"Grand Ecran";"85500";"Les_Herbiers";"Cinéma";376;1;"3 - Petites villes";46.87211;-1.013741;"";"";""
"Cinéma";"Cine Ilais";"85350";"L_Ile-d_Yeu";"Cinéma";216;1;"5 - Bourgs ruraux";46.72447;-2.348624;"";"";""
"Cinéma";"Cinema Camera 5 (Louis Et Auguste Lumiere)";"85600";"Montaigu-Vendée";"Cinéma";280;2;"3 - Petites villes";46.98048307;-1.31672153;"";"";""
"Cinéma";"Cinema La Gargamoelle";"85100";"Les_Sables-d_Olonne";"Cinéma";147;1;"3 - Petites villes";46.501324;-1.733545;"";"";""
"Cinéma";"Cine Monts";"85160";"Saint-Jean-de-Monts";"Cinéma";298;1;"3 - Petites villes";46.79427241;-2.06116642;"";"";""
"Cinéma";"Le Majestic";"86170";"Neuville-de-Poitou";"Cinéma";134;1;"5 - Bourgs ruraux";46.68835612;0.24578137;"";"";""
"Cinéma";"L Etoile";"86290";"La_Trimouille";"Cinéma";228;1;"6 - Rural à habitat dispersé";46.46652041;1.0392017;"";"";""
"Cinéma";"Horizon Grands Ecrans";"87000";"Limoges";"Cinéma";2252;14;"1 - Grands centres urbains";45.83290975;1.25537532;"";"";""
"Cinéma";"Casino";"88140";"Contrexéville";"Cinéma";250;1;"5 - Bourgs ruraux";48.18224859;5.89287282;"";"";""
"Cinéma";"Cinema du Casino";"88400";"Gérardmer";"Cinéma";390;1;"3 - Petites villes";48.06935307;6.86730807;"";"";""
"Cinéma";"Rio";"88500";"Mirecourt";"Cinéma";332;1;"5 - Bourgs ruraux";48.29998675;6.13275055;"";"";""
"Cinéma";"Neopolis";"88300";"Neufchâteau";"Cinéma";385;3;"3 - Petites villes";48.35378063;5.69571785;"";"";""
"Cinéma";"Lux";"89130";"Toucy";"Cinéma";74;1;"5 - Bourgs ruraux";47.73474972;3.29214704;"";"";""
"Cinéma";"Pathe Belfort";"90000";"Belfort";"Cinéma";2973;14;"1 - Grands centres urbains";47.63057647;6.86202751;"";"";""
"Cinéma";"Stars";"91290";"Arpajon";"Cinéma";829;5;"1 - Grands centres urbains";48.590692;2.250123;"";"";""
"Cinéma";"Studio des Champs Lasniers";"91940";"Les_Ulis";"Cinéma";210;1;"1 - Grands centres urbains";48.68291049;2.16934897;"";"";""
"Cinéma";"Pathe";"92100";"Boulogne-Billancourt";"Cinéma";1492;7;"1 - Grands centres urbains";48.83762443;2.23870351;"";"";""
"Cinéma";"Cinema Landowski";"92100";"Boulogne-Billancourt";"Cinéma";154;1;"1 - Grands centres urbains";48.83624873;2.23939432;"";"";""
"Cinéma";"Rex";"92290";"Châtenay-Malabry";"Cinéma";551;2;"1 - Grands centres urbains";48.76584197;2.25982497;"";"";""
"Cinéma";"Camille St Saens";"92400";"Courbevoie";"Cinéma";360;1;"1 - Grands centres urbains";48.90072433;2.25842438;"";"";""
"Cinéma";"Pathe";"92300";"Levallois-Perret";"Cinéma";1538;8;"1 - Grands centres urbains";48.89136271;2.29667807;"";"";""
"Cinéma";"Marcel Pagnol  (Ex Celtic)";"92240";"Malakoff";"Cinéma";198;1;"1 - Grands centres urbains";48.82091103;2.30275597;"";"";""
"Cinéma";"Le Village I";"92200";"Neuilly-sur-Seine";"Cinéma";500;2;"1 - Grands centres urbains";48.88528564;2.26838376;"";"";""
"Cinéma";"Ugc Cine Cite La defense";"92800";"Puteaux";"Cinéma";3645;16;"1 - Grands centres urbains";48.89078133;2.23932274;"";"";""
"Cinéma";"Le Central";"92800";"Puteaux";"Cinéma";480;2;"1 - Grands centres urbains";48.88446436;2.23676211;"";"";""
"Cinéma";"Ariel Hauts de Rueil";"92500";"Rueil-Malmaison";"Cinéma";688;3;"1 - Grands centres urbains";48.86270124;2.19546773;"";"";""
"Cinéma";"Ariel";"92500";"Rueil-Malmaison";"Cinéma";689;3;"1 - Grands centres urbains";48.87984358;2.18085152;"";"";""
"Cinéma";"Megarama";"92390";"Villeneuve-la-Garenne";"Cinéma";3728;18;"1 - Grands centres urbains";48.92941066;2.32070392;"";"";""
"Cinéma";"Theatre Et Cinema Jacques Prevert";"93600";"Aulnay-sous-Bois";"Cinéma";789;2;"1 - Grands centres urbains";48.940586;2.496291;"";"";""
"Cinéma";"L Etoile";"93120";"La_Courneuve";"Cinéma";195;1;"1 - Grands centres urbains";48.92736821;2.39201614;"";"";""
"Cinéma";"Theatre Andre Malraux";"93220";"Gagny";"Cinéma";450;1;"1 - Grands centres urbains";48.88395886;2.52993929;"";"";""
"Cinéma";"Ugc Cine Cite";"93160";"Noisy-le-Grand";"Cinéma";1799;10;"1 - Grands centres urbains";48.84143513;2.54560747;"";"";""
"Cinéma";"Ugc Cine Cite Rosny";"93110";"Rosny-sous-Bois";"Cinéma";3344;15;"1 - Grands centres urbains";48.8811389;2.48166683;"";"";""
"Cinéma";"Espace Georges Simenon (Ex-Trianon)";"93110";"Rosny-sous-Bois";"Cinéma";229;1;"1 - Grands centres urbains";48.87306846;2.48183262;"";"";""
"Cinéma";"Salle Charles Chaplin";"94480";"Ablon-sur-Seine";"Cinéma";209;1;"1 - Grands centres urbains";48.724181;2.420302;"";"";""
"Cinéma";"Le Pole Culturel";"94140";"Alfortville";"Cinéma";410;1;"1 - Grands centres urbains";48.80565543;2.42288597;"";"";""
"Cinéma";"Megarama";"94110";"Arcueil";"Cinéma";781;6;"1 - Grands centres urbains";48.81005066;2.32804641;"";"";""
"Cinéma";"Le Luxy";"94200";"Ivry-sur-Seine";"Cinéma";507;2;"1 - Grands centres urbains";48.81348328;2.3894552;"";"";""
"Cinéma";"Centre Culturel  Ormesson";"94490";"Ormesson-sur-Marne";"Cinéma";358;1;"1 - Grands centres urbains";48.78625425;2.54455996;"";"";""
"Cinéma";"Centre des Bords de Marne";"94170";"Le_Perreux-sur-Marne";"Cinéma";198;1;"1 - Grands centres urbains";48.84693966;2.50996823;"";"";""
"Cinéma";"Espace Jean-Marie Poirier (Ex-Centre Culturel)";"94370";"Sucy-en-Brie";"Cinéma";205;1;"1 - Grands centres urbains";48.77136326;2.51814582;"";"";""
"Cinéma";"Le Vincennes";"94300";"Vincennes";"Cinéma";481;4;"1 - Grands centres urbains";48.84526896;2.43438581;"";"";""
"Cinéma";"Centre des Arts";"95880";"Enghien-les-Bains";"Cinéma";320;1;"1 - Grands centres urbains";48.97233544;2.30525022;"";"";""
"Cinéma";"Cine Theatre Jacques Prevert";"95500";"Gonesse";"Cinéma";223;1;"1 - Grands centres urbains";49.00227875;2.4232621;"";"";""
"Cinéma";"Utopia";"95310";"Saint-Ouen-l_Aumône";"Cinéma";513;5;"1 - Grands centres urbains";49.04478941;2.10726192;"";"";""
"Cinéma";"D arbaud (Robin)";"97100";"Basse-Terre";"Cinéma";295;2;"2 - Centres urbains intermédiaires";15.995253;-61.725086;"";"";""
"Cinéma";"Salles Gilles Floro";"97113";"Gourbeyre";"Cinéma";154;1;"4 - Ceintures urbaines";15.994408;-61.69204;"";"";""
"Cinéma";"Le Ritz (Drotkowski)";"97400";"Saint-Denis";"Cinéma";528;3;"1 - Grands centres urbains";-20.87976;55.451985;"";"";""
"Cinéma";"Cinéma Confluences Bar Le Duc";"55000";"Bar-le-Duc";"Cinéma";763;5;"2 - Centres urbains intermédiaires";48.768867;5.168347;"";"";""
"Cinéma";"Cinélit";"40170";"Lit-et-Mixe";"Cinéma";192;1;"6 - Rural à habitat dispersé";44.03344886;-1.25797294;"";"";""
"Cinéma";"Les 4 Perray";"91700";"Sainte-Geneviève-des-Bois";"Cinéma";731;3;"1 - Grands centres urbains";48.65101171;2.31723698;"";"";""
"Cinéma";"Cinévals";"17400";"Saint-Jean-d_Angély";"Cinéma";463;3;"3 - Petites villes";45.94423719;-0.52766944;"";"";""
"Cinéma";"Le foyer";"36220";"Tournon-Saint-Martin";"Cinéma";230;1;"6 - Rural à habitat dispersé";46.73505339;0.9556828;"";"";""
"Cinéma";"Vox";"45220";"Triguères";"Cinéma";200;1;"6 - Rural à habitat dispersé";47.929629;2.984614;"";"";""
"Cinéma";"Le Mondial";"66190";"Collioure";"Cinéma";121;1;"5 - Bourgs ruraux";42.526903;3.08464;"";"";""
"Cinéma";"Le Palace";"59610";"Fourmies";"Cinéma";456;3;"2 - Centres urbains intermédiaires";50.015313;4.046893;"";"";""
"Cinéma";"Kinepolis Amphitheatre";"57000";"Metz";"Cinéma";1105;8;"1 - Grands centres urbains";49.105987;6.181481;"";"";""
"Cinéma";"Cinema Multirex";"27300";"Bernay";"Cinéma";541;4;"3 - Petites villes";49.083411;0.598278;"";"";""
"Cinéma";"Maison de la culture de Bourges";"18000";"Bourges";"Cinéma";283;2;"1 - Grands centres urbains";47.07579384;2.40061113;"";"";""
"Cinéma";"Lavoir numérique";"94250";"Gentilly";"Cinéma";90;1;"1 - Grands centres urbains";48.81567079;2.34605805;"";"";""
"Cinéma";"La Toile Filante Circuit Itinerant Roissy Pays De France";"95700";"Roissy-en-France";"Cinéma";400;1;"5 - Bourgs ruraux";49.00436;2.515858;"";"";""
"Cinéma";"Cinéma Arvor";"35000";"Rennes";"Cinéma";767;5;"1 - Grands centres urbains";48.10222984;-1.67447418;"";"";""
"Cinéma";"Ciné Sologne";"41200";"Romorantin-Lanthenay";"Cinéma";680;5;"3 - Petites villes";47.378367;1.736977;"";"";""
"Cinéma";"Le Régent";"31800";"Saint-Gaudens";"Cinéma";1020;7;"2 - Centres urbains intermédiaires";43.10837758;0.71889205;"";"";""
"Cinéma";"UGC Montaudran";"31000";"Toulouse";"Cinéma";1330;7;"1 - Grands centres urbains";43.56309299;1.4885444;"";"";""
"Cinéma";"Le Grand Lux";"85500";"Les_Herbiers";"Cinéma";771;5;"3 - Petites villes";46.87882463;-1.0164677;"";"";""
"Cinéma";"Salle Francois Piat";"19300";"Egletons";"Cinéma";18;1;"5 - Bourgs ruraux";45.401735;2.033358;"";"";""
"Cinéma";"L Hermine";"56370";"Sarzeau";"Cinéma";417;1;"6 - Rural à habitat dispersé";47.527723;-2.768594;"";"";""
"Cinéma";"Le Minotaure";"06220";"Vallauris";"Cinéma";388;1;"1 - Grands centres urbains";43.577577;7.055416;"";"";""
"Cinéma";"Salle de Projection Espace Marcel Calmels";"12490";"Saint-Rome-de-Tarn";"Cinéma";82;1;"6 - Rural à habitat dispersé";44.048264;2.89819;"";"";""
"Cinéma";"Megarama";"74000";"Annecy";"Cinéma";1380;9;"1 - Grands centres urbains";45.874847;6.086817;"";"";""
"Cinéma";"Cine Festival";"01500";"Ambérieu-en-Bugey";"Cinéma";595;3;"2 - Centres urbains intermédiaires";45.96126763;5.35642498;"";"";""
"Cinéma";"Amphi";"01000";"Bourg-en-Bresse";"Cinéma";1938;9;"2 - Centres urbains intermédiaires";46.2090002;5.23021484;"";"";""
"Cinéma";"Cinema de Divonne";"01220";"Divonne-les-Bains";"Cinéma";131;1;"4 - Ceintures urbaines";46.35784372;6.13873289;"";"";""
"Cinéma";"Atmosphere";"01100";"Oyonnax";"Cinéma";479;3;"2 - Centres urbains intermédiaires";46.25852918;5.65478859;"";"";""
"Cinéma";"Cinema La Passerelle";"01600";"Trévoux";"Cinéma";110;1;"4 - Ceintures urbaines";46.151168;1.166307;"";"";""
"Cinéma";"Louis Jouvet";"02110";"Bohain-en-Vermandois";"Cinéma";142;1;"3 - Petites villes";49.98390938;3.45561735;"";"";""
"Cinéma";"Vox";"02120";"Guise";"Cinéma";160;1;"5 - Bourgs ruraux";49.89882473;3.62728589;"";"";""
"Cinéma";"Sonhir (Ex-Sonhir 3)";"02500";"Hirson";"Cinéma";436;3;"3 - Petites villes";49.92009967;4.08396114;"";"";""
"Cinéma";"Casino";"03160";"Bourbon-l_Archambault";"Cinéma";124;1;"5 - Bourgs ruraux";46.58549769;3.05450787;"";"";""
"Cinéma";"Theatre Alphonse Thivrier";"03600";"Commentry";"Cinéma";600;1;"5 - Bourgs ruraux";46.287439;2.74393;"";"";""
"Cinéma";"Cine Sauze";"04400";"Enchastrayes";"Cinéma";208;1;"6 - Rural à habitat dispersé";44.37373416;6.68136776;"";"";""
"Cinéma";"Cinema Frederic Mistral";"04800";"Gréoux-les-Bains";"Cinéma";641;2;"5 - Bourgs ruraux";43.75695764;5.88661497;"";"";""
"Cinéma";"Salle Polyvalente";"04500";"Roumoules";"Cinéma";112;1;"6 - Rural à habitat dispersé";43.839788;6.151962;"";"";""
"Cinéma";"Rex";"04200";"Sisteron";"Cinéma";225;2;"3 - Petites villes";44.19408721;5.94237346;"";"";""
"Cinéma";"Salle Polyvalente";"05800";"Aubessagne";"Cinéma";270;1;"7 - Rural à habitat très dispersé";44.76726;6.010559;"";"";""
"Cinéma";"Le Roc";"05200";"Embrun";"Cinéma";388;2;"3 - Petites villes";44.564376;6.493852;"";"";""
"Cinéma";"Le Rioubel";"05600";"Guillestre";"Cinéma";185;1;"5 - Bourgs ruraux";44.66183125;6.64873687;"";"";""
"Cinéma";"Poom";"05170";"Orcières";"Cinéma";244;2;"6 - Rural à habitat dispersé";44.708057;6.341919;"";"";""
"Cinéma";"Jean Marais";"05290";"Puy-Saint-Vincent";"Cinéma";195;1;"6 - Rural à habitat dispersé";44.82571;6.498622;"";"";""
"Cinéma";"Cap Cinema";"06800";"Cagnes-sur-Mer";"Cinéma";1728;10;"1 - Grands centres urbains";43.66453324;7.1273114;"";"";""
"Cinéma";"Alexandre Iii";"06400";"Cannes";"Cinéma";176;1;"1 - Grands centres urbains";43.54708819;7.03669485;"";"";""
"Cinéma";"Cannet Toiles";"06110";"Le_Cannet";"Cinéma";80;1;"1 - Grands centres urbains";43.57611161;7.01760551;"";"";""
"Cinéma";"La Coupole";"06610";"La_Gaude";"Cinéma";177;1;"4 - Ceintures urbaines";43.72053741;7.14984339;"";"";""
"Cinéma";"Eden";"06500";"Menton";"Cinéma";377;3;"2 - Centres urbains intermédiaires";43.77549001;7.5019332;"";"";""
"Cinéma";"Varietes";"06100";"Nice";"Cinéma";1108;7;"1 - Grands centres urbains";43.70002215;7.26648038;"";"";""
"Cinéma";"Jean Vigo";"06100";"Nice";"Cinéma";149;1;"1 - Grands centres urbains";43.6924649;7.24526184;"";"";""
"Cinéma";"Le Dahut";"06470";"Péone";"Cinéma";251;1;"6 - Rural à habitat dispersé";44.0967176;6.9283235;"";"";""
"Cinéma";"Le Riounet";"06660";"Saint-Etienne-de-Tinée";"Cinéma";250;1;"6 - Rural à habitat dispersé";44.225131;6.93274;"";"";""
"Cinéma";"Salle Jean Gabin";"06450";"Saint-Martin-Vésubie";"Cinéma";120;1;"5 - Bourgs ruraux";44.073396;7.263839;"";"";""
"Cinéma";"Casino";"06140";"Vence";"Cinéma";281;2;"2 - Centres urbains intermédiaires";43.72321351;7.11047209;"";"";""
"Cinéma";"Nacelles";"07100";"Annonay";"Cinéma";525;4;"3 - Petites villes";45.24281825;4.67094798;"";"";""
"Cinéma";"Cinéma Le Navire";"07200";"Aubenas";"Cinéma";905;6;"2 - Centres urbains intermédiaires";44.6186188;4.38433104;"";"";""
"Cinéma";"Centre Culturel";"07270";"Lamastre";"Cinéma";250;1;"5 - Bourgs ruraux";44.996549;4.552256;"";"";""
"Cinéma";"Le Vivarais 1";"07000";"Privas";"Cinéma";350;3;"3 - Petites villes";44.73468339;4.59464545;"";"";""
"Cinéma";"Salle Polyvalente";"07260";"Ribes";"Cinéma";165;1;"6 - Rural à habitat dispersé";44.495224;4.20018;"";"";""
"Cinéma";"Cine Theatre";"07300";"Tournon-sur-Rhône";"Cinéma";285;2;"2 - Centres urbains intermédiaires";45.06585234;4.83499633;"";"";""
"Cinéma";"Salle des Fetes";"08210";"Mouzon";"Cinéma";200;1;"5 - Bourgs ruraux";49.582217;5.079352;"";"";""
"Cinéma";"Turenne";"08200";"Sedan";"Cinéma";450;3;"2 - Centres urbains intermédiaires";49.69813829;4.94794862;"";"";""
"Cinéma";"Casino";"09110";"Ax-les-Thermes";"Cinéma";336;1;"5 - Bourgs ruraux";42.72111378;1.83983151;"";"";""
"Cinéma";"Salle Communale Polyvalente";"09420";"Castelnau-Durban";"Cinéma";80;1;"6 - Rural à habitat dispersé";43.001442;1.33357;"";"";""
"Cinéma";"Centre Multimedia";"09400";"Tarascon-sur-Ariège";"Cinéma";200;1;"5 - Bourgs ruraux";42.84640091;1.60365279;"";"";""
"Cinéma";"Cap Cinema Carcassonne";"11000";"Carcassonne";"Cinéma";1830;9;"2 - Centres urbains intermédiaires";43.235546;2.367714;"";"";""
"Cinéma";"Clap Cine";"11370";"Leucate";"Cinéma";451;3;"5 - Bourgs ruraux";42.841052;3.039151;"";"";""
"Cinéma";"Palace";"11200";"Lézignan-Corbières";"Cinéma";199;1;"2 - Centres urbains intermédiaires";43.20081247;2.75834694;"";"";""
"Cinéma";"Mega Cgr";"11100";"Narbonne";"Cinéma";1258;9;"2 - Centres urbains intermédiaires";43.16120892;2.98316189;"";"";""
"Cinéma";"Cinema de Baraqueville";"12160";"Baraqueville";"Cinéma";164;1;"6 - Rural à habitat dispersé";44.27782441;2.43345864;"";"";""
"Cinéma";"Salle de Cinema Et de Spectacles Vivants";"12240";"Rieupeyroux";"Cinéma";239;1;"5 - Bourgs ruraux";44.30796559;2.23767164;"";"";""
"Cinéma";"Actes Sud Le Mejan";"13200";"Arles";"Cinéma";231;3;"2 - Centres urbains intermédiaires";43.6783986;4.6249238;"";"";""
"Cinéma";"Pagnol 1  Ex Nemo";"13400";"Aubagne";"Cinéma";579;4;"1 - Grands centres urbains";43.29443859;5.56770527;"";"";""
"Cinéma";"Cinema Eden Theatre";"13600";"La_Ciotat";"Cinéma";142;1;"2 - Centres urbains intermédiaires";43.17736422;5.61051911;"";"";""
"Cinéma";"Eden";"13990";"Fontvieille";"Cinéma";135;1;"5 - Bourgs ruraux";43.72663781;4.71062497;"";"";""
"Cinéma";"Odyssee";"13270";"Fos-sur-Mer";"Cinéma";392;2;"2 - Centres urbains intermédiaires";43.453954;4.943629;"";"";""
"Cinéma";"Espace Robert Hossein";"13450";"Grans";"Cinéma";295;1;"4 - Ceintures urbaines";43.60900724;5.06517984;"";"";""
"Cinéma";"Pathe";"13170";"Les_Pennes-Mirabeau";"Cinéma";3507;17;"4 - Ceintures urbaines";43.41368015;5.35494904;"";"";""
"Cinéma";"Le Melies";"13110";"Port-de-Bouc";"Cinéma";155;1;"1 - Grands centres urbains";43.40517547;4.98474593;"";"";""
"Cinéma";"Relais Culturel";"13460";"Saintes-Maries-de-la-Mer";"Cinéma";380;1;"5 - Bourgs ruraux";43.45033667;4.42564197;"";"";""
"Cinéma";"Cine Palace";"13210";"Saint-Rémy-de-Provence";"Cinéma";190;1;"3 - Petites villes";43.78902914;4.82910962;"";"";""
"Cinéma";"Club";"13300";"Salon-de-Provence";"Cinéma";472;2;"2 - Centres urbains intermédiaires";43.637405;5.099136;"";"";""
"Cinéma";"Le Casino";"13530";"Trets";"Cinéma";220;1;"2 - Centres urbains intermédiaires";43.44673883;5.68682332;"";"";""
"Cinéma";"Bonneveine";"13200";"Marseille";"Cinéma";806;5;"1 - Grands centres urbains";43.249625;5.389984;"";"";""
"Cinéma";"Cinema Lux  ( Ex Studio du 7eme Art)";"14000";"Caen";"Cinéma";477;3;"1 - Grands centres urbains";49.16975466;-0.33916542;"";"";""
"Cinéma";"Cinema Henri Jeanson";"14600";"Honfleur";"Cinéma";199;1;"3 - Petites villes";49.4190087;0.23485111;"";"";""
"Cinéma";"Le Club";"14230";"Isigny-sur-Mer";"Cinéma";308;1;"5 - Bourgs ruraux";49.31974224;-1.10373225;"";"";""
"Cinéma";"Trianon";"14780";"Lion-sur-Mer";"Cinéma";111;1;"4 - Ceintures urbaines";49.30229878;-0.3141797;"";"";""
"Cinéma";"Royal";"14100";"Lisieux";"Cinéma";536;3;"2 - Centres urbains intermédiaires";49.14392396;0.22779585;"";"";""
"Cinéma";"Ugc Cine Cite";"14120";"Mondeville";"Cinéma";2452;12;"1 - Grands centres urbains";49.16554814;-0.30090302;"";"";""
"Cinéma";"Salle des Fetes";"15700";"Pleaux";"Cinéma";350;1;"6 - Rural à habitat dispersé";45.133956;2.227009;"";"";""
"Cinéma";"Le Club";"16300";"Barbezieux-Saint-Hilaire";"Cinéma";239;2;"5 - Bourgs ruraux";45.47154006;-0.15260581;"";"";""
"Cinéma";"Vox";"16260";"Chasseneuil-sur-Bonnieure";"Cinéma";178;1;"6 - Rural à habitat dispersé";45.82426135;0.44775501;"";"";""
"Cinéma";"Galaxy (Ex-Pathe)";"16100";"Cognac";"Cinéma";962;7;"2 - Centres urbains intermédiaires";45.69146;-0.322862;"";"";""
"Cinéma";"Le Capitole";"16500";"Confolens";"Cinéma";149;1;"5 - Bourgs ruraux";46.01269711;0.67047895;"";"";""
"Cinéma";"Familia";"17500";"Jonzac";"Cinéma";354;2;"5 - Bourgs ruraux";45.44566532;-0.43387264;"";"";""
"Cinéma";"Le Forum";"17160";"Matha";"Cinéma";154;1;"5 - Bourgs ruraux";45.86910166;-0.3196143;"";"";""
"Cinéma";"Le Vauban";"17800";"Pons";"Cinéma";199;2;"5 - Bourgs ruraux";45.580586;-0.546711;"";"";""
"Cinéma";"Cgr Dragon";"17000";"La_Rochelle";"Cinéma";1024;6;"1 - Grands centres urbains";46.15769943;-1.15369682;"";"";""
"Cinéma";"Eden Bourvil";"17400";"Saint-Jean-d_Angély";"Cinéma";174;1;"3 - Petites villes";45.94953;-0.518149;"";"";""
"Cinéma";"Le Palace";"17700";"Surgères";"Cinéma";210;1;"3 - Petites villes";46.1071525;-0.75000548;"";"";""
"Cinéma";"Atomic";"18700";"Aubigny-sur-Nère";"Cinéma";163;1;"5 - Bourgs ruraux";47.48809622;2.43967882;"";"";""
"Cinéma";"Foyer Rural";"18220";"Sainte-Solange";"Cinéma";200;1;"5 - Bourgs ruraux";47.135691;2.548784;"";"";""
"Cinéma";"Le 7 Eme Art";"19110";"Bort-les-Orgues";"Cinéma";358;2;"5 - Bourgs ruraux";45.40180347;2.4993931;"";"";""
"Cinéma";"Grenouille";"78990";"Elancourt";"Cinéma";348;3;"1 - Grands centres urbains";48.766594;1.949214;"";"";""
"Cinéma";"Ugc Cine Cite Sqy Ouest";"78180";"Montigny-le-Bretonneux";"Cinéma";3612;16;"1 - Grands centres urbains";48.78432544;2.04077512;"";"";""
"Cinéma";"C 2 L";"78100";"Saint-Germain-en-Laye";"Cinéma";742;5;"1 - Grands centres urbains";48.89657906;2.09105025;"";"";""
"Cinéma";"7eme Art";"79140";"Cerizay";"Cinéma";177;1;"5 - Bourgs ruraux";46.82072573;-0.67062702;"";"";""
"Cinéma";"Foyer Culturel";"79110";"Chef-Boutonne";"Cinéma";146;1;"6 - Rural à habitat dispersé";46.1083512;-0.06878296;"";"";""
"Cinéma";"Cinema Familial Le Foyer";"79200";"Parthenay";"Cinéma";356;2;"3 - Petites villes";46.64451961;-0.24527727;"";"";""
"Cinéma";"Le Casino";"80300";"Albert";"Cinéma";360;2;"2 - Centres urbains intermédiaires";50.0048018;2.64810914;"";"";""
"Cinéma";"Gaumont";"80000";"Amiens";"Cinéma";2682;12;"1 - Grands centres urbains";49.88978341;2.30644297;"";"";""
"Cinéma";"Vox";"80120";"Fort-Mahon-Plage";"Cinéma";267;1;"5 - Bourgs ruraux";50.33972117;1.56921796;"";"";""
"Cinéma";"Hollywood Avenue";"80500";"Montdidier";"Cinéma";178;1;"3 - Petites villes";49.64754416;2.57087535;"";"";""
"Cinéma";"Le Rond Point";"81290";"Labruguière";"Cinéma";167;1;"5 - Bourgs ruraux";43.53846502;2.26332036;"";"";""
"Cinéma";"La Halle";"81800";"Rabastens";"Cinéma";99;1;"3 - Petites villes";43.82261321;1.72533201;"";"";""
"Cinéma";"Le Sejefy S";"81370";"Saint-Sulpice-la-Pointe";"Cinéma";167;1;"3 - Petites villes";43.77189233;1.68845061;"";"";""
"Cinéma";"La Muse";"82710";"Bressols";"Cinéma";266;1;"6 - Rural à habitat dispersé";43.96452657;1.34084087;"";"";""
"Cinéma";"Camera";"83150";"Bandol";"Cinéma";275;1;"2 - Centres urbains intermédiaires";43.137499;5.752051;"";"";""
"Cinéma";"Le Marilyn";"83890";"Besse-sur-Issole";"Cinéma";84;1;"5 - Bourgs ruraux";43.34970218;6.17819276;"";"";""
"Cinéma";"La Boite A Images";"83170";"Brignoles";"Cinéma";253;2;"2 - Centres urbains intermédiaires";43.40701445;6.06404184;"";"";""
"Cinéma";"Raimu";"83310";"Cogolin";"Cinéma";130;1;"2 - Centres urbains intermédiaires";43.25106382;6.53564916;"";"";""
"Cinéma";"Le Cinema";"83340";"Le_Luc";"Cinéma";100;1;"3 - Petites villes";43.39560799;6.31105907;"";"";""
"Cinéma";"Cinemas Lido 1";"83530";"Saint-Raphaël";"Cinéma";1305;7;"1 - Grands centres urbains";43.42428605;6.76906101;"";"";""
"Cinéma";"Pathe";"83160";"La_Valette-du-Var";"Cinéma";3271;16;"1 - Grands centres urbains";43.13686498;6.00628904;"";"";""
"Cinéma";"Le Clap";"84500";"Bollène";"Cinéma";97;1;"3 - Petites villes";44.28027705;4.7481225;"";"";""
"Cinéma";"Rivoli";"84200";"Carpentras";"Cinéma";612;4;"2 - Centres urbains intermédiaires";44.05028387;5.0472884;"";"";""
"Cinéma";"La Cigale";"84300";"Cavaillon";"Cinéma";360;1;"2 - Centres urbains intermédiaires";43.83466749;5.04195922;"";"";""
"Cinéma";"Salle des Fetesf.Mistral";"84820";"Visan";"Cinéma";130;1;"5 - Bourgs ruraux";44.312781;4.951099;"";"";""
"Cinéma";"Le Fief";"85470";"Bretignolles-sur-Mer";"Cinéma";290;1;"5 - Bourgs ruraux";46.63006161;-1.85294852;"";"";""
"Cinéma";"La Chapelle Achard";"85150";"Les_Achards";"Cinéma";300;1;"5 - Bourgs ruraux";46.587908;-1.642858;"";"";""
"Cinéma";"Mimosa";"85330";"Noirmoutier-en-l_Ile";"Cinéma";500;2;"6 - Rural à habitat dispersé";47.00513707;-2.24096822;"";"";""
"Cinéma";"Les Yoles Salle Ste Therese";"85690";"Notre-Dame-de-Monts";"Cinéma";255;1;"5 - Bourgs ruraux";46.83001162;-2.13364351;"";"";""
"Cinéma";"L echiquier";"85700";"Pouzauges";"Cinéma";154;1;"5 - Bourgs ruraux";46.77343117;-0.85009521;"";"";""
