CP,Type,NOM,COMMUNE,FAUTEUIL,Public,ECRAN,SOUS_TYPE_THEMATIQUE,GCD,LATTI,LONGI,codeReg,nomReg,numdep,nomdept
17240,Cinéma,Jeanne D Arc,SAINT-GENIS-DE-SAINTONGE,282.0,,1.0,Cinéma,5 - Bourgs ruraux,45.48342728,-0.56717292,75,Nouvelle-Aquitaine,17,CHARENTE-MARITIME
17310,Cinéma,Eldorado,SAINT-PIERRE-D_OLÉRON,630.0,,3.0,Cinéma,5 - Bourgs ruraux,45.9434485,-1.30851899,75,Nouvelle-Aquitaine,17,CHARENTE-MARITIME
17380,Cinéma,Cine Rex,TONNAY-BOUTONNE,173.0,,1.0,Cinéma,5 - Bourgs ruraux,45.96630659,-0.70533791,75,Nouvelle-Aquitaine,17,CHARENTE-MARITIME
17390,Cinéma,Le Cristal,LA_TREMBLADE,259.0,,1.0,Cinéma,3 - Petites villes,45.79610022,-1.16598764,75,Nouvelle-Aquitaine,17,CHARENTE-MARITIME
18400,Cinéma,Rio,SAINT-FLORENT-SUR-CHER,286.0,,1.0,Cinéma,3 - Petites villes,46.9964035,2.2522835,24,Centre-Val de Loire,18,CHER
19250,Cinéma,Le Soubise,MEYMAC,244.0,,1.0,Cinéma,5 - Bourgs ruraux,45.53265382,2.14703162,75,Nouvelle-Aquitaine,19,CORREZE
21800,Cinéma,Cine Cap Vert,QUETIGNY,2376.0,,12.0,Cinéma,2 - Centres urbains intermédiaires,47.31264963,5.09100425,27,Bourgogne-Franche-Comté,21,COTE-D OR
22300,Cinéma,Les Baladins,LANNION,828.0,,5.0,Cinéma,3 - Petites villes,48.72757865,-3.46094819,53,Bretagne,22,COTES-D ARMOR
22600,Cinéma,Quai des Images,LOUDÉAC,409.0,,2.0,Cinéma,3 - Petites villes,48.172681,-2.751236,53,Bretagne,22,COTES-D ARMOR
22410,Cinéma,Arletty,SAINT-QUAY-PORTRIEUX,167.0,,1.0,Cinéma,3 - Petites villes,48.65032206,-2.83151543,53,Bretagne,22,COTES-D ARMOR
23800,Cinéma,Salle des Fetes,DUN-LE-PALESTEL,200.0,,1.0,Cinéma,6 - Rural à habitat dispersé,46.300709,1.673061,75,Nouvelle-Aquitaine,23,CREUSE
24480,Cinéma,Lux Louis delluc,LE_BUISSON-DE-CADOUIN,281.0,,2.0,Cinéma,5 - Bourgs ruraux,44.84506609,0.90896531,75,Nouvelle-Aquitaine,24,DORDOGNE
24290,Cinéma,Vox,MONTIGNAC-LASCAUX,176.0,,1.0,Cinéma,5 - Bourgs ruraux,45.06384452,1.16334004,75,Nouvelle-Aquitaine,24,DORDOGNE
24410,Cinéma,Studio,SAINT_AULAYE-PUYMANGOU,186.0,,1.0,Cinéma,5 - Bourgs ruraux,45.20198123,0.13499374,75,Nouvelle-Aquitaine,24,DORDOGNE
24800,Cinéma,Le Clair,THIVIERS,173.0,,1.0,Cinéma,5 - Bourgs ruraux,45.4133041,0.91887826,75,Nouvelle-Aquitaine,24,DORDOGNE
24350,Cinéma,Cine Passion,TOCANE-SAINT-APRE,200.0,,1.0,Cinéma,5 - Bourgs ruraux,45.252655,0.493333,75,Nouvelle-Aquitaine,24,DORDOGNE
25620,Cinéma,Eldorado,ORNANS,153.0,,1.0,Cinéma,5 - Bourgs ruraux,47.106949,6.144394,27,Bourgogne-Franche-Comté,25,DOUBS
26170,Cinéma,Reg art,BUIS-LES-BARONNIES,151.0,,1.0,Cinéma,5 - Bourgs ruraux,44.27560482,5.27157946,84,Auvergne-Rhône-Alpes,26,DROME
26270,Cinéma,Espace(S),LORIOL-SUR-DRÔME,124.0,,1.0,Cinéma,3 - Petites villes,44.75417942,4.82459867,84,Auvergne-Rhône-Alpes,26,DROME
26800,Cinéma,Salle D animation Rurale,MONTOISON,429.0,,1.0,Cinéma,5 - Bourgs ruraux,44.794674,4.937598,84,Auvergne-Rhône-Alpes,26,DROME
26800,Cinéma,Le Train Cinema,PORTES-LÈS-VALENCE,552.0,,1.0,Cinéma,2 - Centres urbains intermédiaires,44.87461915,4.88263889,84,Auvergne-Rhône-Alpes,26,DROME
26100,Cinéma,Cine Planete,ROMANS-SUR-ISÈRE,1069.0,,8.0,Cinéma,2 - Centres urbains intermédiaires,45.04608688,5.05454821,84,Auvergne-Rhône-Alpes,26,DROME
26100,Cinéma,Cine Lumiere,ROMANS-SUR-ISÈRE,434.0,,3.0,Cinéma,2 - Centres urbains intermédiaires,45.04631923,5.05043986,84,Auvergne-Rhône-Alpes,26,DROME
26240,Cinéma,Cine  Galaure,SAINT-VALLIER,354.0,,2.0,Cinéma,3 - Petites villes,45.17607025,4.81534377,84,Auvergne-Rhône-Alpes,26,DROME
27140,Cinéma,Jour de Fete,GISORS,207.0,,1.0,Cinéma,2 - Centres urbains intermédiaires,49.27968237,1.77418614,28,Normandie,27,EURE
28200,Cinéma,Le dunois,CHÂTEAUDUN,412.0,,3.0,Cinéma,3 - Petites villes,48.07131479,1.33158169,24,Centre-Val de Loire,28,EURE-ET-LOIR
29950,Cinéma,Cinemarine,BÉNODET,326.0,,2.0,Cinéma,3 - Petites villes,47.87099893,-4.10191025,53,Bretagne,29,FINISTERE
29200,Cinéma,Cine Liberte,BREST,2440.0,,15.0,Cinéma,1 - Grands centres urbains,48.38962961,-4.48564046,53,Bretagne,29,FINISTERE
29800,Cinéma,Le Rohan,LANDERNEAU,470.0,,2.0,Cinéma,2 - Centres urbains intermédiaires,48.45233302,-4.25325407,53,Bretagne,29,FINISTERE
29120,Cinéma,Cineville Pont L abbe,PONT-L_ABBÉ,610.0,,4.0,Cinéma,3 - Petites villes,47.87036677,-4.22443931,53,Bretagne,29,FINISTERE
20000,Cinéma,L Ellipse,AJACCIO,1147.0,,6.0,Cinéma,2 - Centres urbains intermédiaires,41.943558,8.753935,94,Corse,2A,CORSE-DU-SUD
20137,Cinéma,Centre Culturel,PORTO-VECCHIO,298.0,,1.0,Cinéma,3 - Petites villes,41.592115,9.276211,94,Corse,2A,CORSE-DU-SUD
20600,Cinéma,7eme Art,FURIANI,263.0,,1.0,Cinéma,4 - Ceintures urbaines,42.657224,9.423381,94,Corse,2B,HAUTE-CORSE
20230,Cinéma,Morianincu,SAN-NICOLAO,260.0,,1.0,Cinéma,5 - Bourgs ruraux,42.37544858,9.52085881,94,Corse,2B,HAUTE-CORSE
30220,Cinéma,Cinema Marcel Pagnol,AIGUES-MORTES,168.0,,1.0,Cinéma,3 - Petites villes,43.56604338,4.18942516,76,Occitanie,30,GARD
30170,Cinéma,Cinema,DURFORT-ET-SAINT-MARTIN-DE-SOSSENAC,128.0,,1.0,Cinéma,6 - Rural à habitat dispersé,43.990835,3.955297,76,Occitanie,30,GARD
30900,Cinéma,Forum,NÎMES,464.0,,4.0,Cinéma,1 - Grands centres urbains,43.837841,4.362383,76,Occitanie,30,GARD
30900,Cinéma,Cap Cinema Nimes,NÎMES,1604.0,,10.0,Cinéma,1 - Grands centres urbains,43.83215236,4.36674702,76,Occitanie,30,GARD
31660,Cinéma,Ticky Holgado,BESSIÈRES,201.0,,1.0,Cinéma,5 - Bourgs ruraux,43.79607012,1.60669112,76,Occitanie,31,HAUTE-GARONNE
31350,Cinéma,Cine Lumiere,BOULOGNE-SUR-GESSE,221.0,,1.0,Cinéma,5 - Bourgs ruraux,43.28640005,0.65580786,76,Occitanie,31,HAUTE-GARONNE
31320,Cinéma,M J C  Cine 113,CASTANET-TOLOSAN,178.0,,1.0,Cinéma,2 - Centres urbains intermédiaires,43.5170413,1.49776756,76,Occitanie,31,HAUTE-GARONNE
31780,Cinéma,Le Castelia,CASTELGINEST,190.0,,1.0,Cinéma,1 - Grands centres urbains,43.69366178,1.42963317,76,Occitanie,31,HAUTE-GARONNE
31220,Cinéma,Les Capucins,CAZÈRES,237.0,,1.0,Cinéma,3 - Petites villes,43.203101,1.083573,76,Occitanie,31,HAUTE-GARONNE
31150,Cinéma,Kinepolis Fenouillet,FENOUILLET,1161.0,,8.0,Cinéma,4 - Ceintures urbaines,43.69103588,1.40186916,76,Occitanie,31,HAUTE-GARONNE
31620,Cinéma,Cine Fronton,FRONTON,120.0,,1.0,Cinéma,5 - Bourgs ruraux,43.83953258,1.39010853,76,Occitanie,31,HAUTE-GARONNE
31490,Cinéma,Tempo,LÉGUEVIN,252.0,,1.0,Cinéma,2 - Centres urbains intermédiaires,43.60013888,1.24016115,76,Occitanie,31,HAUTE-GARONNE
31250,Cinéma,Cine Get,REVEL,193.0,,1.0,Cinéma,3 - Petites villes,43.45725265,2.00617039,76,Occitanie,31,HAUTE-GARONNE
31000,Cinéma,Borderouge Cine,TOULOUSE,299.0,,3.0,Cinéma,1 - Grands centres urbains,43.6398362,1.45181641,76,Occitanie,31,HAUTE-GARONNE
31000,Cinéma,Cinema Le Metro,TOULOUSE,130.0,,1.0,Cinéma,1 - Grands centres urbains,43.56443651,1.39914914,76,Occitanie,31,HAUTE-GARONNE
31000,Cinéma,American Cosmograph 1,TOULOUSE,441.0,,3.0,Cinéma,1 - Grands centres urbains,43.60388943,1.44676842,76,Occitanie,31,HAUTE-GARONNE
31000,Cinéma,Le Cratere,TOULOUSE,79.0,,1.0,Cinéma,1 - Grands centres urbains,43.58891834,1.4459796,76,Occitanie,31,HAUTE-GARONNE
32100,Cinéma,Cine 32 Gascogne,CONDOM,273.0,,2.0,Cinéma,5 - Bourgs ruraux,43.95693906,0.37514347,76,Occitanie,32,GERS
32600,Cinéma,Olympia,L_ISLE-JOURDAIN,191.0,,2.0,Cinéma,3 - Petites villes,43.61427557,1.08214135,76,Occitanie,32,GERS
32700,Cinéma,Le Senechal,LECTOURE,174.0,,2.0,Cinéma,5 - Bourgs ruraux,43.93476949,0.620371,76,Occitanie,32,GERS
32140,Cinéma,Salle Marie Vermillard,MASSEUBE,153.0,,1.0,Cinéma,5 - Bourgs ruraux,43.42733,0.576514,76,Occitanie,32,GERS
33300,Cinéma,Ugc Cine Cite,BORDEAUX,2783.0,,18.0,Cinéma,1 - Grands centres urbains,44.84056903,-0.58200376,75,Nouvelle-Aquitaine,33,GIRONDE
33300,Cinéma,Mega Cgr Le Francais,BORDEAUX,1900.0,,12.0,Cinéma,1 - Grands centres urbains,44.84234172,-0.57890746,75,Nouvelle-Aquitaine,33,GIRONDE
33410,Cinéma,Salle Lux,CADILLAC-SUR-GARONNE,286.0,,2.0,Cinéma,5 - Bourgs ruraux,44.63784046,-0.31922266,75,Nouvelle-Aquitaine,33,GIRONDE
33670,Cinéma,Max Linder,CRÉON,189.0,,1.0,Cinéma,5 - Bourgs ruraux,44.77320568,-0.34978388,75,Nouvelle-Aquitaine,33,GIRONDE
33210,Cinéma,Grand Ecran Langon,LANGON,993.0,,6.0,Cinéma,3 - Petites villes,44.5231,-0.232774,75,Nouvelle-Aquitaine,33,GIRONDE
33850,Cinéma,Espace Culturel Georges Brassens,LÉOGNAN,349.0,,1.0,Cinéma,4 - Ceintures urbaines,44.730648,-0.600381,75,Nouvelle-Aquitaine,33,GIRONDE
33820,Cinéma,Le Trianon,SAINT-CIERS-SUR-GIRONDE,225.0,,1.0,Cinéma,5 - Bourgs ruraux,45.29063853,-0.60997607,75,Nouvelle-Aquitaine,33,GIRONDE
33220,Cinéma,Cinema La Breche,SAINTE-FOY-LA-GRANDE,515.0,,2.0,Cinéma,3 - Petites villes,44.84264285,0.21975102,75,Nouvelle-Aquitaine,33,GIRONDE
33400,Cinéma,Ugc Talence,TALENCE,2403.0,,12.0,Cinéma,1 - Grands centres urbains,44.81177135,-0.59216652,75,Nouvelle-Aquitaine,33,GIRONDE
34670,Cinéma,Salle Municipale Claude Plan,BAILLARGUES,200.0,,1.0,Cinéma,4 - Ceintures urbaines,43.662182,4.013467,76,Occitanie,34,HERAULT
34370,Cinéma,Road Movies,CAZOULS-LÈS-BÉZIERS,150.0,,1.0,Cinéma,5 - Bourgs ruraux,43.392145,3.103753,76,Occitanie,34,HERAULT
34240,Cinéma,L Imperial,LAMALOU-LES-BAINS,107.0,,1.0,Cinéma,5 - Bourgs ruraux,43.59300793,3.08276971,76,Occitanie,34,HERAULT
34400,Cinéma,Athenee,LUNEL,375.0,,3.0,Cinéma,2 - Centres urbains intermédiaires,43.67801251,4.13096274,76,Occitanie,34,HERAULT
34090,Cinéma,Maison Pour Tous Et Cinema Louis Feuillade,MONTPELLIER,88.0,,1.0,Cinéma,1 - Grands centres urbains,43.62431014,3.81808408,76,Occitanie,34,HERAULT
34090,Cinéma,Cinema Nestor Burma,MONTPELLIER,107.0,,1.0,Cinéma,1 - Grands centres urbains,43.61433755,3.82862123,76,Occitanie,34,HERAULT
34980,Cinéma,Royal Pic Saint Loup,SAINT-GÉLY-DU-FESC,1480.0,,8.0,Cinéma,2 - Centres urbains intermédiaires,43.682089,3.806546,76,Occitanie,34,HERAULT
35470,Cinéma,Le Scenario,BAIN-DE-BRETAGNE,294.0,,2.0,Cinéma,3 - Petites villes,47.845691,-1.687075,53,Bretagne,35,ILLE-ET-VILAINE
35310,Cinéma,La Bobine,BRÉAL-SOUS-MONTFORT,298.0,,2.0,Cinéma,3 - Petites villes,48.05002775,-1.86722374,53,Bretagne,35,ILLE-ET-VILAINE
35120,Cinéma,Cine Dol,DOL-DE-BRETAGNE,271.0,,2.0,Cinéma,5 - Bourgs ruraux,48.546939,-1.753756,53,Bretagne,35,ILLE-ET-VILAINE
35300,Cinéma,Le Club,FOUGÈRES,1042.0,,6.0,Cinéma,2 - Centres urbains intermédiaires,48.34883003,-1.19362842,53,Bretagne,35,ILLE-ET-VILAINE
35000,Cinéma,Gaumont,RENNES,2800.0,,13.0,Cinéma,1 - Grands centres urbains,48.1060871,-1.67548564,53,Bretagne,35,ILLE-ET-VILAINE
01000,Cinéma,La  Grenette,BOURG-EN-BRESSE,594.0,,3.0,Cinéma,2 - Centres urbains intermédiaires,46.20633115,5.22538884,84,Auvergne-Rhône-Alpes,01,AIN
02410,Cinéma,Ermitage,SAINT-GOBAIN,281.0,,1.0,Cinéma,5 - Bourgs ruraux,49.59687046,3.37812469,32,Hauts-de-France,02,AISNE
35850,Cinéma,Korrigan,ROMILLÉ,209.0,,1.0,Cinéma,5 - Bourgs ruraux,48.21356051,-1.89253331,53,Bretagne,35,ILLE-ET-VILAINE
35770,Cinéma,Cineville,VERN-SUR-SEICHE,1244.0,,6.0,Cinéma,2 - Centres urbains intermédiaires,48.06486194,-1.62568376,53,Bretagne,35,ILLE-ET-VILAINE
36100,Cinéma,Elysee,ISSOUDUN,469.0,,3.0,Cinéma,2 - Centres urbains intermédiaires,46.94976987,1.99471744,24,Centre-Val de Loire,36,INDRE
37110,Cinéma,Le Balzac,CHÂTEAU-RENAULT,216.0,,1.0,Cinéma,3 - Petites villes,47.5919988,0.91571981,24,Centre-Val de Loire,37,INDRE-ET-LOIRE
37250,Cinéma,Le Generique,MONTBAZON,182.0,,1.0,Cinéma,4 - Ceintures urbaines,47.2872779,0.71265989,24,Centre-Val de Loire,37,INDRE-ET-LOIRE
37540,Cinéma,L Escale,SAINT-CYR-SUR-LOIRE,292.0,,1.0,Cinéma,1 - Grands centres urbains,47.41957133,0.6546402,24,Centre-Val de Loire,37,INDRE-ET-LOIRE
37000,Cinéma,Mega Cgr 2 Lions,TOURS,2574.0,,13.0,Cinéma,1 - Grands centres urbains,47.365422,0.680755,24,Centre-Val de Loire,37,INDRE-ET-LOIRE
37000,Cinéma,Studio des Ursulines,TOURS,1067.0,,7.0,Cinéma,1 - Grands centres urbains,47.39462749,0.69711322,24,Centre-Val de Loire,37,INDRE-ET-LOIRE
38610,Cinéma,Le Laussy,GIÈRES,294.0,,1.0,Cinéma,1 - Grands centres urbains,45.17999637,5.79105175,84,Auvergne-Rhône-Alpes,38,ISERE
38000,Cinéma,Le Melies,GRENOBLE,524.0,,3.0,Cinéma,1 - Grands centres urbains,45.18265518,5.72345531,84,Auvergne-Rhône-Alpes,38,ISERE
38750,Cinéma,Le Signal,HUEZ,312.0,,1.0,Cinéma,5 - Bourgs ruraux,45.080667,6.0585,84,Auvergne-Rhône-Alpes,38,ISERE
38250,Cinéma,Le Cairn,LANS-EN-VERCORS,184.0,,1.0,Cinéma,6 - Rural à habitat dispersé,45.12706308,5.59177427,84,Auvergne-Rhône-Alpes,38,ISERE
38112,Cinéma,Le Clos,AUTRANS-MÉAUDRE_EN_VERCORS,160.0,,1.0,Cinéma,6 - Rural à habitat dispersé,45.1750733,5.540751,84,Auvergne-Rhône-Alpes,38,ISERE
38550,Cinéma,Rex,LE_PÉAGE-DE-ROUSSILLON,360.0,,3.0,Cinéma,4 - Ceintures urbaines,45.37108518,4.79693239,84,Auvergne-Rhône-Alpes,38,ISERE
38480,Cinéma,Le Diamant,LE_PONT-DE-BEAUVOISIN,189.0,,2.0,Cinéma,3 - Petites villes,45.53645648,5.67094056,84,Auvergne-Rhône-Alpes,38,ISERE
38440,Cinéma,Le Saint Jean,SAINT-JEAN-DE-BOURNAY,285.0,,1.0,Cinéma,5 - Bourgs ruraux,45.50119988,5.14190009,84,Auvergne-Rhône-Alpes,38,ISERE
38160,Cinéma,Les Melies,SAINT-MARCELLIN,330.0,,2.0,Cinéma,3 - Petites villes,45.15560894,5.31841472,84,Auvergne-Rhône-Alpes,38,ISERE
38210,Cinéma,Paradiso,TULLINS,106.0,,1.0,Cinéma,3 - Petites villes,45.29720564,5.4834563,84,Auvergne-Rhône-Alpes,38,ISERE
38114,Cinéma,Cinema de Vaujany,VAUJANY,130.0,,1.0,Cinéma,6 - Rural à habitat dispersé,45.15754241,6.07849321,84,Auvergne-Rhône-Alpes,38,ISERE
38500,Cinéma,Pass R L,VOIRON,1076.0,,6.0,Cinéma,2 - Centres urbains intermédiaires,45.36465538,5.59286724,84,Auvergne-Rhône-Alpes,38,ISERE
38340,Cinéma,Le Cap Cinéma de Voreppe,VOREPPE,218.0,,2.0,Cinéma,4 - Ceintures urbaines,45.29658141,5.63611372,84,Auvergne-Rhône-Alpes,38,ISERE
39460,Cinéma,Salle des Fetes (Ex Central Cinema),FONCINE-LE-HAUT,150.0,,1.0,Cinéma,5 - Bourgs ruraux,46.656698,6.0275,27,Bourgogne-Franche-Comté,39,JURA
39200,Cinéma,Maison du Peuple 2,SAINT-CLAUDE,419.0,,3.0,Cinéma,2 - Centres urbains intermédiaires,46.38771502,5.86345988,27,Bourgogne-Franche-Comté,39,JURA
40600,Cinéma,Le Renoir,BISCARROSSE,536.0,,4.0,Cinéma,3 - Petites villes,44.39654,-1.166475,75,Nouvelle-Aquitaine,40,LANDES
40550,Cinéma,Centre Culturel Leon,LÉON,222.0,,1.0,Cinéma,5 - Bourgs ruraux,43.87500062,-1.30243449,75,Nouvelle-Aquitaine,40,LANDES
40630,Cinéma,L Estrade,SABRES,103.0,,1.0,Cinéma,6 - Rural à habitat dispersé,44.14873935,-0.73926522,75,Nouvelle-Aquitaine,40,LANDES
40150,Cinéma,Rex,SOORTS-HOSSEGOR,390.0,,1.0,Cinéma,3 - Petites villes,43.66477476,-1.39566345,75,Nouvelle-Aquitaine,40,LANDES
41130,Cinéma,Le Studio,SELLES-SUR-CHER,123.0,,1.0,Cinéma,5 - Bourgs ruraux,47.27421364,1.55534939,24,Centre-Val de Loire,41,LOIR-ET-CHER
42510,Cinéma,Espace Lumiere,BALBIGNY,258.0,,1.0,Cinéma,5 - Bourgs ruraux,45.81723443,4.18363426,84,Auvergne-Rhône-Alpes,42,LOIRE
42220,Cinéma,Foyer,BOURG-ARGENTAL,213.0,,1.0,Cinéma,5 - Bourgs ruraux,45.29763682,4.55884919,84,Auvergne-Rhône-Alpes,42,LOIRE
42700,Cinéma,Majestic,FIRMINY,837.0,,2.0,Cinéma,2 - Centres urbains intermédiaires,45.38960528,4.28993768,84,Auvergne-Rhône-Alpes,42,LOIRE
42440,Cinéma,Le Foyer,NOIRÉTABLE,181.0,,1.0,Cinéma,5 - Bourgs ruraux,45.81717399,3.76654451,84,Auvergne-Rhône-Alpes,42,LOIRE
42410,Cinéma,Cinépilat,PÉLUSSIN,164.0,,1.0,Cinéma,5 - Bourgs ruraux,45.41907783,4.67446491,84,Auvergne-Rhône-Alpes,42,LOIRE
42330,Cinéma,Le Colisee,SAINT-GALMIER,202.0,,1.0,Cinéma,4 - Ceintures urbaines,45.59120955,4.31666247,84,Auvergne-Rhône-Alpes,42,LOIRE
42530,Cinéma,Salle Pinatel,SAINT-GENEST-LERPT,204.0,,1.0,Cinéma,4 - Ceintures urbaines,45.44613408,4.33622171,84,Auvergne-Rhône-Alpes,42,LOIRE
42220,Cinéma,Salle des Fetes,SAINT-JULIEN-MOLIN-MOLETTE,200.0,,1.0,Cinéma,5 - Bourgs ruraux,45.319731,4.616216,84,Auvergne-Rhône-Alpes,42,LOIRE
43120,Cinéma,La Capitelle,MONISTROL-SUR-LOIRE,348.0,,2.0,Cinéma,3 - Petites villes,45.28304332,4.17741149,84,Auvergne-Rhône-Alpes,43,HAUTE-LOIRE
43240,Cinéma,Espace Culturel Le Cercle,SAINT-JUST-MALMONT,178.0,,1.0,Cinéma,5 - Bourgs ruraux,45.340205,4.313068,84,Auvergne-Rhône-Alpes,43,HAUTE-LOIRE
44810,Cinéma,Le Gen Eric,HÉRIC,621.0,,3.0,Cinéma,6 - Rural à habitat dispersé,47.414702,-1.655686,52,Pays de la Loire,44,LOIRE-ATLANTIQUE
44430,Cinéma,Cine Loroux,LE_LOROUX-BOTTEREAU,198.0,,1.0,Cinéma,3 - Petites villes,47.2354792,-1.35021282,52,Pays de la Loire,44,LOIRE-ATLANTIQUE
44780,Cinéma,Salle Polyvalente,MISSILLAC,150.0,,1.0,Cinéma,6 - Rural à habitat dispersé,47.476235,-2.158292,52,Pays de la Loire,44,LOIRE-ATLANTIQUE
44300,Cinéma,Gaumont,NANTES,1875.0,,12.0,Cinéma,1 - Grands centres urbains,47.21342624,-1.55855404,52,Pays de la Loire,44,LOIRE-ATLANTIQUE
44300,Cinéma,Bonne Garde,NANTES,341.0,,1.0,Cinéma,1 - Grands centres urbains,47.19530775,-1.5383719,52,Pays de la Loire,44,LOIRE-ATLANTIQUE
44300,Cinéma,Concorde,NANTES,287.0,,4.0,Cinéma,1 - Grands centres urbains,47.21118,-1.586751,52,Pays de la Loire,44,LOIRE-ATLANTIQUE
44210,Cinéma,St Joseph,PORNIC,185.0,,1.0,Cinéma,3 - Petites villes,47.114365,-2.127161,52,Pays de la Loire,44,LOIRE-ATLANTIQUE
44510,Cinéma,Cinema Pax,LE_POULIGUEN,230.0,,1.0,Cinéma,4 - Ceintures urbaines,47.27610606,-2.42956075,52,Pays de la Loire,44,LOIRE-ATLANTIQUE
44800,Cinéma,Lutetia,SAINT-HERBLAIN,288.0,,1.0,Cinéma,1 - Grands centres urbains,47.21422285,-1.64955167,52,Pays de la Loire,44,LOIRE-ATLANTIQUE
44730,Cinéma,Salle St Michel,SAINT-MICHEL-CHEF-CHEF,95.0,,1.0,Cinéma,3 - Petites villes,47.1811844,-2.14989654,52,Pays de la Loire,44,LOIRE-ATLANTIQUE
44260,Cinéma,Cine Nova,SAVENAY,662.0,,5.0,Cinéma,3 - Petites villes,47.36557178,-1.94254559,52,Pays de la Loire,44,LOIRE-ATLANTIQUE
44330,Cinéma,Le Cep,VALLET,282.0,,1.0,Cinéma,6 - Rural à habitat dispersé,47.16252202,-1.26411359,52,Pays de la Loire,44,LOIRE-ATLANTIQUE
45410,Cinéma,Circuit 1,ARTENAY,100.0,,1.0,Cinéma,5 - Bourgs ruraux,48.083036,1.87847,24,Centre-Val de Loire,45,LOIRET
45190,Cinéma,Cinema Le dunois,BEAUGENCY,200.0,,1.0,Cinéma,3 - Petites villes,47.77727835,1.6286181,24,Centre-Val de Loire,45,LOIRET
45240,Cinéma,Varietes Cinema,LA_FERTÉ-SAINT-AUBIN,187.0,,1.0,Cinéma,3 - Petites villes,47.71860033,1.9418617,24,Centre-Val de Loire,45,LOIRET
46130,Cinéma,Robert Doisneau,BIARS-SUR-CÈRE,186.0,,1.0,Cinéma,5 - Bourgs ruraux,44.92106397,1.84075037,76,Occitanie,46,LOT
46000,Cinéma,Le Quercy,CAHORS,360.0,,1.0,Cinéma,2 - Centres urbains intermédiaires,44.447834,1.439163,76,Occitanie,46,LOT
46110,Cinéma,Foyer Rural,VAYRAC,200.0,,1.0,Cinéma,5 - Bourgs ruraux,44.954501,1.70171,76,Occitanie,46,LOT
47190,Cinéma,Theophile de Viau,AIGUILLON,254.0,,1.0,Cinéma,5 - Bourgs ruraux,44.30189879,0.33881805,75,Nouvelle-Aquitaine,47,LOT-ET-GARONNE
49150,Cinéma,Stella Cine,BAUGÉ-EN-ANJOU,203.0,,1.0,Cinéma,6 - Rural à habitat dispersé,47.54229844,-0.10740057,52,Pays de la Loire,49,MAINE-ET-LOIRE
49290,Cinéma,Espace Cine,CHALONNES-SUR-LOIRE,274.0,,1.0,Cinéma,5 - Bourgs ruraux,47.3533375,-0.76420264,52,Pays de la Loire,49,MAINE-ET-LOIRE
49750,Cinéma,Saint Joseph,VAL-DU-LAYON,300.0,,1.0,Cinéma,5 - Bourgs ruraux,47.3292625,-0.6707131,52,Pays de la Loire,49,MAINE-ET-LOIRE
49230,Cinéma,Espace Boris Vian,SÈVREMOINE,202.0,,1.0,Cinéma,5 - Bourgs ruraux,47.12472967,-0.99459204,52,Pays de la Loire,49,MAINE-ET-LOIRE
50300,Cinéma,Star,AVRANCHES,617.0,,3.0,Cinéma,2 - Centres urbains intermédiaires,48.68431333,-1.35876544,28,Normandie,50,MANCHE
50120,Cinéma,Mega Cgr,CHERBOURG-EN-COTENTIN,2487.0,,12.0,Cinéma,1 - Grands centres urbains,49.63701368,-1.62646952,28,Normandie,50,MANCHE
50700,Cinéma,Trianon,VALOGNES,340.0,,1.0,Cinéma,3 - Petites villes,49.5081147,-1.47051264,28,Normandie,50,MANCHE
51000,Cinéma,Mega Cgr,CHÂLONS-EN-CHAMPAGNE,1601.0,,9.0,Cinéma,2 - Centres urbains intermédiaires,48.940758,4.397745,44,Grand Est,51,MARNE
51200,Cinéma,Palace,EPERNAY,1070.0,,7.0,Cinéma,2 - Centres urbains intermédiaires,49.04593377,3.95884139,44,Grand Est,51,MARNE
51210,Cinéma,Le Don Camillo (Ex-Montmirail),MONTMIRAIL,288.0,,2.0,Cinéma,5 - Bourgs ruraux,48.873643,3.534231,44,Grand Est,51,MARNE
51100,Cinéma,Operaims,REIMS,1533.0,,11.0,Cinéma,1 - Grands centres urbains,49.25642143,4.02669252,44,Grand Est,51,MARNE
51300,Cinéma,Pierre Brasseur (Ex-Vox),VITRY-LE-FRANÇOIS,465.0,,3.0,Cinéma,2 - Centres urbains intermédiaires,48.72730872,4.5862644,44,Grand Est,51,MARNE
52200,Cinéma,New Vox,LANGRES,344.0,,2.0,Cinéma,3 - Petites villes,47.86168297,5.33284558,44,Grand Est,52,HAUTE-MARNE
53000,Cinéma,Cineville,LAVAL,1844.0,,9.0,Cinéma,2 - Centres urbains intermédiaires,48.07202361,-0.77201762,52,Pays de la Loire,53,MAYENNE
53150,Cinéma,Majestic,MONTSÛRS,290.0,,1.0,Cinéma,5 - Bourgs ruraux,48.13682801,-0.55500984,52,Pays de la Loire,53,MAYENNE
53800,Cinéma,Vox,RENAZÉ,218.0,,1.0,Cinéma,5 - Bourgs ruraux,47.7938462,-1.05786855,52,Pays de la Loire,53,MAYENNE
54360,Cinéma,Maison des Fetes,BLAINVILLE-SUR-L_EAU,600.0,,1.0,Cinéma,3 - Petites villes,48.564457,6.411473,44,Grand Est,54,MEURTHE-ET-MOSELLE
75006,Cinéma,Bibliothèque nationale de France (BNF),PARIS,,Tous publics,,Cinéma,,48.833194,2.378216,11,Île-de-France,75,PARIS
